nombre,run,Dv,Correo,Nombre_usuario,Contrasena,Telefono_contacto,Jornada,Isapre,Contrato,Codigo_reserva,Codigo_agenda,Fecha,Monto,Cantidad_personas,Estado_disponibilidad,Numero_viaje,Lugar_origen,Lugar_llegada,Fecha_salida,Fecha_llegada,Capacidad,Tiempo_estimado,Precio_asiento,Empresa,Tipo_de_bus,Comodidades,Escalas,Clase,Paradas
"Gabriel Esquibel Miranda",28778468,6,Gabrielmiranda@viajes.cl,Gabrielmiranda,pBpQqv7K,"+56 2 0247 9494",Diurno,Banmédica,"Full time",608307,,,,,Disponible,58110,elda,ALMERíA,2025-10-11,2026-01-25,85,2554,210000,"HŽ (Croacia)",,"{Wifi,Comida,Calefacción,""Asientos reclinables"",TV}",{},,{Linares}
"Sta. Lourdes Verdugo Mercado",9970203,6,sta.2693@viajes.cl,Sta.mercado,mN1pS4w1wxn,"+56 9 8433 1780",Diurno,"Más vida","Part time",608308,,,,,Disponible,2769,Benalmádena,CALAHORRA,2026-03-05,2026-08-14,25,3892,242000,"ZFBH (Bosnia y Herzegovina)",,"{Agua,Baño,""Asientos reclinables"",Comida,Wifi,TV,""Aire acondicionado""}",{},,{}
"Gustavo Roldán Trejo",26175362,6,gurotr@viajes.cl,gurotr,MUQZ78RlSj,"+56 9 7381 3020",Diurno,Colmena,"Part time",608309,,,,,Disponible,48500,Barcelona,SanCristróbaldelaLaguna,2025-04-04,2025-05-31,50,1390,30000,"NS International",,"{Wifi,Baño,Comida}",{},,"{""Dos Hermanas"",""San Sebastían de los Reyes"",León}"
"Sancho Olivo Marrero",20583188,6,saolma@viajes.cl,Sanchomarrero,QNFoovFlc98b,"+56 9 6942 7437",Diurno,Consalud,"Part time",608310,,,,,Disponible,25434,Gijón,Barcelona,2025-07-11,2025-10-08,85,2151,157000,"CFR (Rumania)",,"{Comida,Baño,Agua,Wifi}",{},,{}
"Ester Santiago Valverde",19043071,5,Estervalverde@viajes.cl,ester3234,7ybuZ06vWwS,"+56 2 5095 4434",Nocturno,Banmédica,"Full time",608313,,,,,Disponible,45188,PalmadeMallorca,LasPalmasdeGranCanaria,2026-09-18,2027-03-16,62,4311,245000,"TGV (SNCF)",,"{Agua,Baño,Wifi,""Aire acondicionado"",TV,Calefacción,Comida}",{},,"{Lorca,Fuenlabrada,Orense,""Las Palmas de Gran Canaria""}"
"Sta. Berta Porras Aponte",5467282,9,sta.8315@viajes.cl,Sta.aponte,6xKudTNmnnlX8SH,"+56 2 0803 1298",Diurno,Fonasa,"Full time",608314,,,,,Disponible,60135,Puertollano,Córdoba,2026-08-04,2026-12-10,36,3094,295000,"ÖBB (Austria)",,"{Comida,Calefacción,TV,Baño,""Aire acondicionado"",""Asientos reclinables""}",{},,{Vitoria}
"Gabriel Esquibel Miranda",28778468,6,Gabrielmiranda@viajes.cl,Gabrielmiranda,pBpQqv7K,"+56 2 0247 9494",Diurno,Banmédica,"Full time",608317,,,,,Disponible,35333,palencia,Calahorra,2026-10-28,2027-03-27,81,3618,295000,"CP (Portugal)",,"{Wifi,""Asientos reclinables"",Comida,""Aire acondicionado"",Baño,Agua,Calefacción}",{},,"{Móstoles,""Mollet del Vallés""}"
"Sta. Samuel Hernández Merino",27545357,9,stsaheme@viajes.cl,sta.6546,4EQ7fynGpHr,"+56 2 9393 4785",Diurno,Banmédica,"Full time",608319,,,,,Disponible,10030,Cartagena,Reus,2026-08-18,2026-12-10,82,2740,126000,"Deutsche Bahn (DB)",,"{""Asientos reclinables"",TV,Comida,Calefacción,Wifi}",{},,{}
"Sra. Pablo Peres Urías",26678941,6,Sra.urOAas@viajes.cl,sra.1967,CzAQFv77olnVz4n,"+56 2 2029 2245",Diurno,Consalud,"Part time",608320,,,,,Disponible,85840,Puertollano,Jaén,2025-06-23,2025-09-14,7,1994,130000,"ŽSSK (Eslovaquia)",,"{Agua,TV,""Aire acondicionado"",Wifi}",{},,"{Getafe,""El Prat de LLobregat"",Inca,Huelva}"
"Jerónimo Piña Villaseñor",24644817,5,jerOInimo8065@viajes.cl,jerónimo1730,34GDdsOY,"+56 9 0592 4580",Nocturno,"Más vida","Full time",608321,,,,,Disponible,8243,PalmadeMallorca,CornelládeLlobregat,2025-02-22,2025-08-16,50,4217,470000,"ŽSSK (Eslovaquia)",,"{""Aire acondicionado"",Baño,""Asientos reclinables"",Comida,Wifi,TV,Calefacción}",{},,{Avilés}
"Silvia Benavides Cortez",5749695,9,sibeco@viajes.cl,silvia258,32ysW4DxrJHmrt,"+56 9 5516 4408",Nocturno,"Más vida","Part time",608322,,,,,Disponible,22015,Bilbao,SEGOVIA,2025-11-18,2026-05-04,26,4023,294000,"TGV (SNCF)",,"{""Aire acondicionado"",""Asientos reclinables"",Comida,Baño,Agua,Wifi,TV}",{},,"{Gandía,Gijón,""Molina de Segura""}"
"Víctor Valadez Marroquín",24877254,9,vOAvama@viajes.cl,vívama,GHlns7GlkRS,"+56 9 0484 8908",Nocturno,Fonasa,"Full time",608323,,,,,Disponible,23387,Gandía,Cuenta,2026-02-23,2026-07-24,91,3637,395000,"NSB (Noruega)",,"{""Asientos reclinables"",Agua,Comida,TV,Baño,Calefacción,""Aire acondicionado""}",{},,"{Lérida,Almería,""Santa Lucía de Tirajana""}"
"Leonor Roybal Cortez",21653413,1,leroco@viajes.cl,Leonorcortez,hja0d6VDpeSGvn,"+56 2 8053 5656",Diurno,Colmena,"Full time",608324,,,,,Disponible,76533,Segovia,Badalona,2026-07-15,2026-10-10,94,2111,134000,"VRZ (Croacia)",,"{""Aire acondicionado"",""Asientos reclinables"",Calefacción,Wifi}",{},,{Torremolinos}
"Estela Llamas Tafoya",9377667,4,Estelatafoya@viajes.cl,esllta,6nTEQfXASAN,"+56 9 8890 1104",Nocturno,Colmena,"Full time",608327,,,,,Disponible,13236,Mijas,PozuelodeAlarcón,2025-01-13,2025-07-01,57,4056,255000,"ZSSK (Eslovaquia)",,"{Agua,Wifi,""Aire acondicionado"",""Asientos reclinables"",Calefacción,Comida,TV}",{},,"{Tarrasa,""Santa Cruz de Tenerife""}"
"Irene Quintana Ibarra",333672,7,irene6155@viajes.cl,irquib,fF3AYDbLHm6U,"+56 2 6135 9477",Nocturno,Fonasa,"Part time",608328,,,,,Disponible,44002,Leganés,Baracaldo,2026-07-20,2026-08-22,41,807,124000,"CD (República Checa)",,"{Comida,TV,""Aire acondicionado""}",{},,{}
"Vicente Galván Benítez",27795256,4,vicente3701@viajes.cl,Vicentebenítez,QN6o0ellalfNS39,"+56 9 2245 4414",Nocturno,Consalud,"Full time",608329,,,0,,Disponible,20080,paterna,FUENLABRADA,2026-04-22,2026-09-01,56,3175,145000,"Nederlandse Sp",,"{Baño,""Aire acondicionado"",Agua,TV,""Asientos reclinables"",Comida}",{},,{Fuengirola}
"Raquel Palacios Díaz",27692579,2,raquel8972@viajes.cl,,ctT7Id6R,"+56 9 9237 2201",Diurno,Fonasa,"Part time",608330,,,0,,,52352,,RoquetasdeMar,2025-12-05,2026-02-06,31,1514,141000,"VRZ (Croacia)",,,{},,{}
"Manuela Melgar Vega",10244304,7,Manuelavega@viajes.cl,Manuelavega,yjI4BvKIYMhX9z,"+56 2 8905 5369",Diurno,Fonasa,"Full time",608331,,,,,Disponible,70877,Toledo,Pamplona,2025-02-28,2025-08-08,24,3875,470000,"Nederlandse Sp",,"{TV,""Aire acondicionado"",Comida,Wifi,""Asientos reclinables"",Agua,Baño}",{},,{}
"Florencia Vera Gómez",17866611,8,florencia2397@viajes.cl,flvegó,Sac1C0xrVI3Zl,"+56 9 8299 3009",Nocturno,Banmédica,"Full time",608333,,,,,Disponible,62660,Parla,CóRDOBA,2026-04-01,2026-06-25,84,2051,53000,"Deutsche Bahn (DB)",,"{Comida,Agua,Baño,Calefacción}",{},,"{""El Prat de LLobregat"",Benalmádena,""Roquetas de Mar"",Rubí}"
"Lilia Alcaraz Feliciano",10438968,6,Liliafeliciano@viajes.cl,Liliafeliciano,gAGO39Bkwi,"+56 9 0341 7477",Diurno,Colmena,"Part time",608335,,,,,Disponible,70437,Móstoles,Leganés,2025-02-26,2025-08-16,41,4125,253000,"TGV (SNCF)",,"{""Aire acondicionado"",TV,Baño,""Asientos reclinables"",Wifi,Agua,Calefacción}",{},,"{""San Cristróbal de la Laguna"",""Dos Hermanas"",Getafe,Jaén}"
"Homero Reyna Jaime",21529030,1,homero7229@viajes.cl,horeja,wScehvr05sl,"+56 9 9320 9356",Nocturno,Banmédica,"Full time",,,,,,Disponible,33917,TalaveradelaReina,,2026-10-05,2026-11-13,95,945,61000,"PKP (Polonia)",,,,,{}
"Marta Cerda Parra",18428431,6,Martaparra@viajes.cl,macepa,wEMCjqc1,"+56 9 9904 2670",Nocturno,Colmena,"Part time",608338,,,,,Disponible,98000,Sabadell,Segovia,2026-01-01,2026-05-20,57,3349,120000,"MÁV (Hungría)",,"{Agua,""Asientos reclinables"",Calefacción,TV,Baño,Wifi}",{},,"{""Jerez de la Frontera""}"
"Sra. José María Caraballo Montaño",12816441,3,sra.8181@viajes.cl,srjomacamo,5szTxGfx,"+56 2 1546 3051",Nocturno,Consalud,"Part time",608341,,,,,Disponible,10156,Badajoz,Tarrasa,2026-06-07,2026-08-02,84,1362,80000,"BDZ (Bulgaria)",,"{Baño,Calefacción,Comida}",{},,"{Burgos,Sabadell,Mijas,Gerona,""Cornellá de Llobregat""}"
"Ester Hurtado Carmona",15690240,3,Estercarmona@viajes.cl,eshuca,048SvVCMgNPF83,"+56 9 2711 2174",Diurno,"Más vida","Part time",608342,,,,,Disponible,81608,Arrecife,Logroño,2025-08-02,2025-12-21,60,3393,352000,"PKP (Polonia)",,"{Comida,TV,Calefacción,""Aire acondicionado"",Wifi,Baño}",{},,"{""Cerdañola del Vallés"",""Chiclana de la Frontera"",Marbella}"
"Sta. Lucia Delgado Borrego",3196673,6,sta.2634@viajes.cl,stludebo,E1JOdmlPfzGVdwBd,"+56 9 8759 7926",Diurno,Banmédica,"Part time",608344,,,,,Disponible,76720,Motril,Tarragona,2026-07-05,2026-10-08,10,2282,178000,"VR (Finlandia)",,"{Comida,Baño,Calefacción,Wifi,TV}",{},,{Irún}
"María José Santillán Meza",4954408,1,majosame@viajes.cl,Maríameza,EdsZw4iFOITyM,"+56 9 1060 5970",Nocturno,Consalud,"Part time",608349,,,,,Disponible,31929,Sevilla,LasPalmasdeGranCanaria,2026-02-20,2026-04-23,36,1497,95000,Renfe,,"{Agua,TV,""Asientos reclinables"",Comida}",{},,"{Pamplona,""Pozuelo de Alarcón"",Leganés}"
"José Luis Lozano Orosco",18616291,9,joluloor@viajes.cl,joluloor,gcsV7AM0LFN,"+56 2 4626 7148",Nocturno,Fonasa,"Part time",608350,,,,,Disponible,73229,LaLíneadelaConcepción,Mijas,2026-01-03,2026-06-20,77,4054,365000,Amtrak,,"{""Asientos reclinables"",Baño,""Aire acondicionado"",Calefacción,TV,Agua,Comida}",{},,"{Benidorm,Toledo}"
"Sr. Homero Armendáriz Salcedo",26931220,3,sr.9753@viajes.cl,sr.3269,0sgz8hLJVS5,"+56 9 2955 5116",Diurno,Banmédica,"Part time",608352,,,,,Disponible,87248,Mijas,Gerona,2025-08-06,2025-11-01,7,2108,179000,"DSB (Dinamarca)",,"{Wifi,Calefacción,Baño,""Asientos reclinables""}",{},,"{Leganés,Granada,Lugo}"
"María Pacheco Mejía",12465830,6,mapame@viajes.cl,maría3032,,"+56 2 8228 7236",Nocturno,,"Part time",,,,,,Disponible,55777,Granollers,TalaveradelaReina,2025-04-16,2025-08-17,,2967,267000,Renfe,,"{Agua,Comida,Baño,Wifi,Calefacción,""Aire acondicionado""}",{},,"{""El Ejido"",""Santa Lucía de Tirajana"",Cáceres}"
"María Elena Farías Solorio",28734767,7,MarOAasolorio@viajes.cl,maelfaso,Vheim6OQ,"+56 9 5537 4774",Nocturno,"Más vida","Full time",608355,,,,,Disponible,59480,Cáceres,Algeciras,2025-03-03,2025-04-14,80,1024,133000,"PKP (Polonia)",,"{""Asientos reclinables"",TV,""Aire acondicionado""}",{},,"{Majadahonda,Logroño,Cartagena,Cádiz,Mérida}"
"Sr. Cecilia Alcaraz Valadez",16797825,8,sr.7273@viajes.cl,Sr.valadez,Odvr6jJ78U1,"+56 2 5169 1159",Diurno,"Más vida","Part time",608359,,,,,Disponible,80732,Gecho,Badalona,2026-08-07,2026-10-21,73,1807,78000,Eurostar,,"{""Asientos reclinables"",Wifi,""Aire acondicionado"",Comida}",{},,"{Elda,Inca}"
"Elisa Olmos Zaragoza",12164328,6,elolza@viajes.cl,Elisazaragoza,CFyAOahe4P1tN,"+56 9 2810 4291",Nocturno,Fonasa,"Full time",608361,,,,,Disponible,7768,salamanca,SanSebastíandelosReyes,2025-04-01,2025-04-06,3,135,10000,"ZS (Eslovenia)",,"{TV,Wifi,Baño,Calefacción,Comida,Agua,""Asientos reclinables""}",{},,"{Parla,""Torrejón de Ardoz"",Marbella,Zaragoza,Paterna}"
"Jorge Luis Carrero Alanis",5597086,6,Jorgealanis@viajes.cl,Jorgealanis,AVqaG5y1GKIw8e,"+56 2 1886 2248",Diurno,"Más vida","Part time",608364,,,,,Disponible,40163,Lugo,DosHermanas,2026-07-06,2026-08-11,87,870,110000,"RZD (Rusia)",,"{Agua,""Aire acondicionado"",Comida}",{},,"{Mérida,Barcelona,Rubí,Cuenta}"
"Virginia Torres Juárez",21197774,4,VirginiajuOerez@viajes.cl,vitoju,JU17THaxIBgqL7,"+56 2 4715 0834",Nocturno,Colmena,"Full time",608365,,,,,Disponible,44758,bilbao,Móstoles,2026-09-06,2026-10-24,60,1170,137000,"HŽ (Croacia)",,"{TV,Comida,Agua}",{},,"{Gijón,""Palma de Mallorca""}"
"Daniela Longoria Gonzales",17567522,1,daniela9768@viajes.cl,Danielagonzales,btk8CggW,"+56 9 3097 6920",Nocturno,Fonasa,"Full time",608366,,,0,,Disponible,523,Torremolinos,ORENSE,2025-10-02,2025-12-10,44,1671,194000,"Deutsche Bahn (DB)",,"{""Asientos reclinables"",Calefacción,Comida,Wifi}",{},,"{""Santa Coloma de Gramanet""}"
"Sra. Julio Rodríguez Trejo",2546741,8,Sra.trejo@viajes.cl,sra.1030,yP7TRJ40Vfg0BY,"+56 2 0478 5010",Diurno,Colmena,"Part time",608367,,,0,,Disponible,6639,Sagunto,,,2026-09-25,,3017,235000,"SBB (Suiza)",,"{""Asientos reclinables"",Baño,Wifi,Agua,TV,Comida}",{},,
"Antonio Núñez Collazo",3164384,8,Antoniocollazo@viajes.cl,annúco,DAqFNmWL3,"+56 9 9658 5457",Nocturno,Colmena,"Part time",608368,,,,,Disponible,39332,Arrecife,Vigo,2026-06-30,2026-08-21,29,1255,32000,Renfe,,"{Wifi,TV,Calefacción}",{},,"{Córdoba,""Santa Coloma de Gramanet""}"
"Sta. María Miramontes Negrete",19369565,5,Sta.negrete@viajes.cl,stmamine,6n6fP4K1Vr,"+56 2 5885 9885",Nocturno,Banmédica,"Part time",608369,,,,,Disponible,32161,Cartagena,Parla,2026-01-12,2026-07-06,50,4210,463000,Renfe,,"{""Aire acondicionado"",Calefacción,Agua,Wifi,TV,Baño,""Asientos reclinables""}",{},,{}
"Adriana Barrios Terrazas",14562717,6,Adrianaterrazas@viajes.cl,adriana5221,cuuFAf3Es,"+56 9 4694 5932",Diurno,Consalud,"Full time",608370,,,0,,Disponible,85907,Mérida,Pontevedra,2026-04-01,2026-08-16,63,3309,254000,"ŽFBH (Bosnia y Herzegovina)",,"{""Asientos reclinables"",Comida,Agua,Wifi,Calefacción,Baño}",{},,"{Baracaldo,Mérida,""Palma de Mallorca"",Jaén,""Alcalá de Henares""}"
"Alfredo Ávalos Jurado",18717479,1,Alfredojurado@viajes.cl,alávju,tQ6UiNcls2Cr,"+56 2 6534 8041",Diurno,Colmena,"Part time",608371,,,,,Disponible,6216,Fuenlabrada,Huelva,2025-08-03,2025-08-26,17,564,73000,"VRZ (Croacia)",,"{""Asientos reclinables"",Comida,Agua,Wifi,Calefacción,Baño}",{},,"{Pontevedra,Huelva,Benidorm,Málaga,Guadalajara}"
"Débora Menéndez Tello",29974416,7,dOobora535@viajes.cl,Déboratello,SK5lGvGEjffu3Y9,"+56 9 2710 4628",Nocturno,"Más vida","Full time",608373,,,,,Disponible,81137,Valdemoro,Zamora,2026-08-21,2026-11-16,50,2099,160000,"ZS (Eslovenia)",,"{""Asientos reclinables"",Wifi,Agua,Baño}",{},,"{Pamplona,""Torrejón de Ardoz""}"
"Miguel Ángel Bravo Carrasquillo",13999810,3,miOenbrca@viajes.cl,miánbrca,aRLSi8Og,"+56 9 7545 6554",Nocturno,Banmédica,"Full time",608374,,,,,Disponible,31969,SantiagodeCompostela,Sevilla,2025-03-15,2025-07-24,16,3153,249000,"SJ (Suecia)",,"{Comida,Agua,Baño,TV,Wifi,Calefacción}",{},,"{Pamplona,Mérida,""Castellón de la Plana"",""Cerdañola del Vallés""}"
"Raúl Covarrubias Arredondo",4180767,9,RaOUlarredondo@viajes.cl,raúl4292,gd1JiP6gpiUTAH,"+56 9 2533 5697",Nocturno,Fonasa,"Full time",608375,,,0,,Disponible,21891,SantaCruzdeTenerife,PALMADEMALLORCA,2025-07-23,2025-09-19,55,1406,98000,Italo,,"{Baño,Wifi,TV}",{},,{Burgos}
"Rafael Corrales Griego",11042355,1,rafael3104@viajes.cl,racogr,fp80urGgQ,"+56 9 3723 0255",Diurno,"Más vida","Full time",608376,,,,,Disponible,53738,Gerona,TalaveradelaReina,2026-01-19,2026-01-26,48,184,64000,"ZS (Eslovenia)",,"{Baño,Wifi,TV}",{},,"{Sevilla,Badalona,Inca,""Santa Cruz de Tenerife"",""Castellón de la Plana""}"
"Bernardo Jimínez Atencio",3376428,6,bernardo2082@viajes.cl,bernardo9521,AWF1ilBRzYqfq5,"+56 2 6762 1601",Nocturno,Fonasa,"Part time",608426,,,,,Disponible,15435,Móstoles,TorrejóndeArdoz,2025-08-03,2025-09-08,20,886,80000,"VR (Finlandia)",,"{Wifi,Baño,Agua}",{},,{}
"José Eduardo Fajardo Carbajal",9512507,7,JosOocarbajal@viajes.cl,Josécarbajal,pGTzHaU5r,"+56 9 0419 4819",Diurno,Colmena,"Full time",608378,,,,,Disponible,93055,Gecho,DosHermanas,2026-04-02,2026-09-23,8,4191,258000,"BDZ (Bulgaria)",,"{Wifi,Comida,Agua,Baño,TV,Calefacción,""Asientos reclinables""}",{},,"{""Pozuelo de Alarcón"",Orense,Mérida}"
"Marco Antonio Zepeda Cano",12164451,7,marco1971@viajes.cl,Marcocano,6mRnvtXTWE36Y,"+56 9 5973 1706",Nocturno,Colmena,"Part time",608379,,,,,Disponible,35049,Móstoles,Valencia,2025-12-06,2026-05-23,30,4039,276000,Amtrak,,"{Calefacción,""Asientos reclinables"",Comida,Wifi,TV,Baño,""Aire acondicionado""}",{},,"{Alcoy,Orihuela,""La Coruña"",Alcoy,Baracaldo}"
"Sr. Antonio Valdés Pelayo",23952458,3,sranvape@viajes.cl,sranvape,71tKPeeTQB,"+56 2 2327 0994",Diurno,"Más vida","Part time",608380,,,0,,Disponible,5677,sevilla,RoquetasdeMar,2025-03-25,2025-04-13,23,462,78000,"ZS (Eslovenia)",,"{Calefacción,""Asientos reclinables"",Comida,Wifi,TV,Baño,""Aire acondicionado""}",{},,{}
"Sta. Mariano Cavazos Montes",1786035,6,stmacamo@viajes.cl,Sta.montes,3x4G3DDuY,"+56 9 3409 8547",Nocturno,Colmena,"Part time",608381,,,,,Disponible,82131,Jaén,Cartagena,2026-04-15,2026-05-11,68,626,79000,"RZD (Rusia)",,"{Calefacción,""Asientos reclinables"",Comida,Wifi,TV,Baño,""Aire acondicionado""}",{},,"{""Santa Cruz de Tenerife""}"
"Agustín Olivo Galván",17199055,6,agustOAn4521@viajes.cl,agolga,zP3Rs9ER,"+56 2 7250 7469",Diurno,Colmena,"Part time",608382,,,,,Disponible,12650,Logroño,ElEjido,2025-05-02,2025-06-06,45,845,117000,"ZSSK (Eslovaquia)",,"{""Asientos reclinables"",Agua,""Aire acondicionado""}",{},,"{""Alcalá de Guadaira"",Orihuela,""Molina de Segura""}"
"Sta. Ana Luisa Mojica Collazo",2642663,4,sta.5460@viajes.cl,stanlumoco,eU8C9oKC,"+56 9 4570 1822",Nocturno,Colmena,"Full time",608383,,,,,Disponible,91622,Parla,Avilés,2025-09-01,2025-09-07,45,166,123000,"CP (Portugal)",,"{""Asientos reclinables"",Agua,""Aire acondicionado""}",{},,{Burgos}
"Yolanda Cervántez Baca",2004023,8,yoceba@viajes.cl,Yolandabaca,O3rdR8Zpe0HHcgGy,"+56 9 2602 2504",Nocturno,Consalud,"Full time",608386,,,,,Disponible,50044,Santander,Cáceres,2026-06-02,2026-09-06,92,2310,163000,"TGV (SNCF)",,"{Comida,Agua,Calefacción,""Aire acondicionado"",Baño}",{},,"{Almería,Valencia,Telde}"
"Sta. José María Vallejo Lugo",8879906,2,Sta.lugo@viajes.cl,stjomavalu,HL5dDEhJJ12,"+56 9 6180 9953",Diurno,Colmena,"Part time",608387,,,,,Disponible,6391,Arrecife,ChiclanadelaFrontera,2025-10-05,2025-10-18,19,330,99000,Trenitalia,,"{Comida,Agua,Calefacción,""Aire acondicionado"",Baño}",{},,"{Valdemoro,Mijas,""Castellón de la Plana""}"
"Julio Espinoza Osorio",5433481,8,Julioosorio@viajes.cl,Julioosorio,VdCOmiD909qF,"+56 2 3596 2763",Diurno,Fonasa,"Part time",608388,,,,,Disponible,24980,HospitaletdeLLobregat,Ávila,2026-07-08,2026-09-04,29,1407,121000,Trenitalia,,"{Calefacción,""Asientos reclinables"",Agua}",{},,{}
"Patricio Solorio Araña",5904571,7,Patricioarana@viajes.cl,pasoar,1t2vVgck,"+56 2 5512 3395",Diurno,Colmena,"Part time",608389,,,0,,Disponible,66959,SanlúcardeBarrameda,RivasVaciamadrid,2025-11-16,2026-01-29,33,1776,133000,"ŽFBH (Bosnia y Herzegovina)",,"{Comida,Calefacción,""Aire acondicionado"",TV}",{},,{}
"Dolores Casárez Cardenas",6681313,4,dolores5119@viajes.cl,docaca,KhNSK5C7IP,"+56 2 3394 4600",Diurno,Consalud,"Full time",608391,,,,,Disponible,94804,Málaga,Alcobendas,2026-08-17,2026-11-01,60,1847,116000,"ZSSK (Eslovaquia)",,"{""Aire acondicionado"",TV,Comida,Calefacción}",{},,"{Valdemoro,Málaga,Fuengirola}"
"Hugo Torres Delrío",4214165,8,HugodelrOAo@viajes.cl,hugo7956,UKm12KXM77,"+56 9 6527 4912",Diurno,Colmena,"Part time",608392,,,,,Disponible,61838,Cáceres,Estepona,2026-05-13,2026-05-20,96,185,165000,"ŽFBH (Bosnia y Herzegovina)",,"{""Aire acondicionado"",TV,Comida,Calefacción}",{},,"{Tarrasa,Tarrasa}"
"Sra. José Luis Casares Parra",11647701,7,srjolucapa@viajes.cl,Sra.parra,WMMEz22s2Dk,"+56 9 0414 6208",Nocturno,Consalud,"Full time",608393,,,,,Disponible,41455,Cartagena,CerdañoladelVallés,2025-04-19,2025-07-31,47,2488,296000,"SNCB (Bélgica)",,"{TV,""Aire acondicionado"",Wifi,Comida,Calefacción}",{},,"{Toledo,Avilés,Lorca}"
"Gilberto Razo Loya",26787720,3,giralo@viajes.cl,giralo,jMN0K7325bcO2,"+56 9 9260 0083",Diurno,Colmena,"Part time",608394,,,,,Disponible,16747,CornelládeLlobregat,Torrelavega,2025-08-27,2025-12-25,78,2891,132000,Thalys,,"{Baño,Calefacción,Agua,""Aire acondicionado"",Wifi,TV}",{},,{Valdemoro}
"Ernesto Dueñas Domínguez",17541414,2,ernesto3768@viajes.cl,Ernestodomínguez,glGJt8I89GZJlw,"+56 9 9842 2826",Nocturno,Colmena,"Full time",608395,,,,,Disponible,71589,Algeciras,Estepona,2025-06-30,2025-08-19,41,1215,43000,"ŽFBH (Bosnia y Herzegovina)",,"{TV,Baño,""Aire acondicionado""}",{},,"{Vitoria,Badajoz,Cartagena,Baracaldo}"
"Sara Quintero Soto",20151359,6,Sarasoto@viajes.cl,saquso,41cuajZ6XsH,"+56 9 5522 8177",Diurno,Fonasa,"Part time",608396,,,,,Disponible,1260,Telde,Valencia,2026-01-20,2026-05-24,96,2979,393000,"VRZ (Croacia)",,"{Baño,Comida,Wifi,TV,""Asientos reclinables"",""Aire acondicionado""}",{},,"{""Santiago de Compostela"",""Alcalá de Henares"",Oviedo,""Santa Lucía de Tirajana""}"
"César Trujillo Tórrez",10014205,8,cOosar2050@viajes.cl,césar5085,Wn20YGieL,"+56 2 0674 6571",Nocturno,"Más vida","Part time",608397,,,,,Disponible,74822,Zamora,Motril,2026-03-06,2026-05-30,58,2044,69000,"ŽSSK (Eslovaquia)",,"{""Asientos reclinables"",Baño,""Aire acondicionado"",Comida}",{},,"{Murcia,Ávila,Telde,Guadalajara,Calahorra}"
"Horacio Santiago Gamez",28869738,8,horacio790@viajes.cl,Horaciogamez,tcCU9LylD,"+56 2 9066 3616",Nocturno,Fonasa,"Full time",608399,,,,,Disponible,37509,Murcia,SantaColomadeGramanet,2026-06-23,2026-07-15,96,543,172000,"Nederlandse Sp",,"{TV,Agua,""Aire acondicionado"",""Asientos reclinables""}",{},,"{Vitoria,""Torrejón de Ardoz"",""San Sebastían de los Reyes""}"
"María José Heredia Rojo",25292417,5,marOAa3368@viajes.cl,maría2370,R9ZRqC5Pk3uAhhps,"+56 2 5662 6246",Nocturno,Fonasa,"Full time",608400,,,,,Disponible,87474,TalaveradelaReina,Fuenlabrada,2025-11-02,2026-01-29,88,2112,91000,Italo,,"{Baño,Calefacción,""Aire acondicionado"",Agua}",{},,{}
"Sta. Mateo Berríos Valles",16357588,4,Sta.valles@viajes.cl,sta.1442,yucNclV0SiZUCrk0,"+56 2 4197 2961",Nocturno,Fonasa,"Part time",608403,,,,,Disponible,3098,Orihuela,Algeciras,2026-07-20,2026-11-06,34,2628,214000,"ZS (Eslovenia)",,"{Agua,Calefacción,Baño,Comida,Wifi}",{},,"{Alcobendas,Huelva,Gerona}"
"Juan Carlos Cepeda Montalvo",14564798,3,juan7630@viajes.cl,Juanmontalvo,v0gsUYLrBnK5csf,"+56 2 0593 0166",Nocturno,"Más vida","Part time",608404,,,0,,Disponible,88610,DosHermanas,Tarragona,2025-12-14,2026-02-24,32,1742,146000,"DSB (Dinamarca)",,"{TV,Comida,Wifi,Calefacción}",{},,{Toledo}
"José Luis Venegas Quiroz",29050390,6,JosOoquiroz@viajes.cl,joluvequ,33DVlbBvXvQ,"+56 2 2709 2039",Diurno,"Más vida","Part time",608407,,,,,Disponible,22369,AlcaládeHenares,ELPRATDELLOBREGAT,2025-07-17,2025-10-09,31,2017,122000,"ŽFBH (Bosnia y Herzegovina)",,"{Baño,Comida,""Aire acondicionado"",Calefacción}",{},,"{""San Sebastían de los Reyes"",Ponferrada,Baracaldo,Avilés,Viladecans}"
"Elisa Delao Jimínez",3369095,9,ElisajimOAnez@viajes.cl,Elisajimínez,aZ1Uz40ViwNT,"+56 9 9254 4084",Diurno,Banmédica,"Full time",608408,,,,,Disponible,93907,SanSebastíandelosReyes,DosHermanas,2026-05-24,2026-08-20,1,2131,195000,"MÁV (Hungría)",,"{Baño,Comida,TV,""Aire acondicionado""}",{},,{}
"Lorenzo Ceballos Samaniego",24569748,1,Lorenzosamaniego@viajes.cl,Lorenzosamaniego,6l4KfxOakEs,"+56 9 9194 0264",Diurno,Fonasa,"Full time",608409,,,,,Disponible,14123,Motril,Mijas,2025-06-07,2025-08-22,20,1847,55000,AVE,,"{Baño,""Asientos reclinables"",Calefacción,Comida}",{},,"{Linares,Vigo,Guadalajara,Manresa,Palencia}"
